ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (Ibs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Meta:_wp_page_template,Meta:woobt_disable,Meta:woobt_discount,Meta:woobt_checked_all,Meta:woobt_separately,Meta:woobt_selection,Meta:woobt_custom_qty,Meta:woobt_sync_qty,Meta:woobt_limit_each_min_default,Meta:woobt_limit_each_min,Meta:woobt_limit_each_max,Meta:woobt_layout,Meta:woobt_position,Meta:woobt_atc_button,Meta:woobt_show_this_item,Meta:woobt_before_text,Meta:woobt_after_text,Meta:goldsmith_loop_product_slider_speed,Meta:goldsmith_showcase_type,Meta:goldsmith_showcase_bg_type,Meta:goldsmith_showcase_custom_bgcolor,Meta:goldsmith_showcase_custom_textcolor,Meta:goldsmith_badge_color,Meta:goldsmith_custom_badge,Meta:goldsmith_product_size_guide,Meta:goldsmith_countdown_text,Meta:goldsmith_product_video_type,Meta:goldsmith_product_video_source_type,Meta:goldsmith_product_popup_video,Meta:goldsmith_product_iframe_video,Meta:goldsmith_product_video_on_shop,Meta:goldsmith_tabs_title,Meta:goldsmith_tabs_content,Meta:goldsmith_product_header_type,Meta:goldsmith_product_header_bgcolor,Meta:goldsmith_product_header_menuitem_color,Meta:goldsmith_product_header_menuitem_hvrcolor,Meta:goldsmith_product_header_svgicon_color,Meta:goldsmith_product_header_counter_bgcolor,Meta:goldsmith_product_header_counter_color,Meta:goldsmith_product_sticky_header_bgcolor,Meta:goldsmith_product_sticky_header_menuitem_color,Meta:goldsmith_product_sticky_header_menuitem_hvrcolor,Meta:goldsmith_product_sticky_header_svgicon_color,Meta:goldsmith_product_sticky_header_counter_bgcolor,Meta:goldsmith_product_sticky_header_counter_color,Meta:goldsmith_product_progressbar_fake_ordered,Meta:_product_360_image_gallery,Meta:_tm_popup_hosted_video_url,Meta:_tm_popup_video_type,Meta:_tm_popup_video_source_type,Meta:_tm_youtube_video_id,Meta:_elementor_edit_mode,Meta:_elementor_template_type,Meta:_elementor_version,Meta:_elementor_edit_mode
,simple,JRO-P533860334,,2.87 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",318.975,382.77,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P533860334/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P533860334/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P533860334/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	10.14 x 8.05 x 4.75 MM,1,1,Certificate,IGI,1,1,Carat,2.87,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P533860334.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P307289049,,2.42 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",235.35,282.42,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P307289049/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P307289049/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P307289049/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	9.77 x 8.36 x 4.61 MM,1,1,Certificate,IGI,1,1,Carat,2.42,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P307289049.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P484750161,,3.34 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",417.625,501.15,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P484750161/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P484750161/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P484750161/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	10.64 x 7.93 x 5.45 MM,1,1,Certificate,IGI,1,1,Carat,3.34,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P484750161.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P109164711,,2.6 cts Untreated Cushion Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",288.975,346.77,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P109164711/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P109164711/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P109164711/3.jpg",,,,,,,,,0,,Shape,Cushion,1,1,Dimension,	10.32 x 8.95 x 3.95 MM,1,1,Certificate,IGI,1,1,Carat,2.6,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P109164711.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P867805142,,2.23 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",309.825,371.79,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P867805142/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P867805142/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P867805142/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	9.51 x 7.32 x 4.85 MM,1,1,Certificate,IGI,1,1,Carat,2.23,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P867805142.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P84122436,,2.73 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",227.575,273.09,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P84122436/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P84122436/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P84122436/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	9.51 x 7.61 x 5.58 MM,1,1,Certificate,IGI,1,1,Carat,2.73,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P84122436.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P191939903,,2.62 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",291.2,349.44,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P191939903/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P191939903/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P191939903/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	9.74 x 7.25 x 5.17 MM,1,1,Certificate,IGI,1,1,Carat,2.62,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P191939903.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P875326898,,2.06 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",200.325,240.39,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P875326898/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P875326898/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P875326898/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	8.78 x 7.19 x 4.56 MM,1,1,Certificate,IGI,1,1,Carat,2.06,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P875326898.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P336047899,,2.49 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",242.15,290.58,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P336047899/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P336047899/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P336047899/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	11.04 x 8.28 x 3.91 MM,1,1,Certificate,IGI,1,1,Carat,2.49,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P336047899.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P716596019,,1.97 cts Untreated Cushion Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",191.575,229.89,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P716596019/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P716596019/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P716596019/3.jpg",,,,,,,,,0,,Shape,Cushion,1,1,Dimension,	8.13 x 7.64 x 4.36 MM,1,1,Certificate,IGI,1,1,Carat,1.97,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P716596019.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P767003326,,2.89 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",401.5,481.8,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P767003326/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P767003326/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P767003326/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	10.33 x 7.42 x 5.16 MM,1,1,Certificate,IGI,1,1,Carat,2.89,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P767003326.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P281623130,,3.71 cts Untreated Round Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",412.35,494.82,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P281623130/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P281623130/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P281623130/3.jpg",,,,,,,,,0,,Shape,Round,1,1,Dimension,	9.85 x 10.08 x 5.75 MM,1,1,Certificate,IGI,1,1,Carat,3.71,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P281623130.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P256132884,,4.02 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",502.65,603.18,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P256132884/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P256132884/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P256132884/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	11.07 x 8.58 x 6.65 MM,1,1,Certificate,IGI,1,1,Carat,4.02,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P256132884.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P131308800,,5.14 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",571.3,685.56,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P131308800/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P131308800/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P131308800/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	12.87 x 10.51 x 5.35 MM,1,1,Certificate,IGI,1,1,Carat,5.14,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P131308800.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P947029575,,4.25 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",413.325,495.99,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P947029575/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P947029575/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P947029575/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	14.25 x 10.09 x 4.72 MM,1,1,Certificate,IGI,1,1,Carat,4.25,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P947029575.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P478964266,,2.33 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",194.225,233.07,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P478964266/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P478964266/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P478964266/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	9.65 x 8.01 x 5.07 MM,1,1,Certificate,IGI,1,1,Carat,2.33,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P478964266.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P113306579,,1.91 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",212.275,254.73,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P113306579/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P113306579/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P113306579/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	9.71 x 7.75 x 3.75 MM,1,1,Certificate,IGI,1,1,Carat,1.91,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P113306579.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P140987072,,2 cts Untreated Oval Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",222.275,266.73,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P140987072/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P140987072/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P140987072/3.jpg",,,,,,,,,0,,Shape,Oval,1,1,Dimension,	9.92 x 7.75 x 4.35 MM,1,1,Certificate,IGI,1,1,Carat,2,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P140987072.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P982371428,,3.07 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",383.875,460.65,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P982371428/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P982371428/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P982371428/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	11.45 x 7.65 x 5.19 MM,1,1,Certificate,IGI,1,1,Carat,3.07,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P982371428.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,JRO-P793214884,,1.89 cts Untreated Emerald Aquamarine,1,1,catalog,,,,,taxable,,1,1,,0,0,1,,,,,"Our favorite jean meets our favorite decade. Made from premium non-stretch Japanese denim for a vintage-inspired look, the ’90s Cheeky Jean has an easy straight leg, an extra-high rise, and a butt-boosting rear fit. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",183.8,220.56,Aquamarine,"Bestseller, Trend",2 - day Delivery,"https://shop.jamsora.com/wp-content/uploads/images/JRO-P793214884/1.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P793214884/2.jpg,https://shop.jamsora.com/wp-content/uploads/images/JRO-P793214884/3.jpg",,,,,,,,,0,,Shape,Emerald,1,1,Dimension,	10.20 x 7.35 x 4.15 MM,1,1,Certificate,IGI,1,1,Carat,1.89,1,1,Gems Type,Aquamarine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,gallery,hosted,https://shop.jamsora.com/wp-content/uploads/video/JRO-P793214884.mkv,,,,,,,,,,,,,,,,,,,,,,,,,,,
